2014-07-24 15:08:27 [main:0] - [DEBUG] Created connection 536150103.
2014-07-24 15:08:27 [main:15] - [DEBUG] {conn-100000} Connection
2014-07-24 15:08:27 [main:17] - [DEBUG] {conn-100000} Preparing Statement:   SELECT JO.TK_HIN ,JO.SYUYO_SU ,JO.ZAIKO_SU ,JO.LOC_ZAIKO_SU  ,JO.HIKI_ZAIKO_SU  ,JO.SEBAN ,JO.LST_NOU_YMD,JO.LST_HAN_YMD  ,(NVL(NOU.SUM_SIJI_SU,0) - NVL(NOU.SUM_HIKI_SU,0)) AS FUSOKU_SU  ,M01.KANRI_KOJO ,M01.S_KYOTEN ,M01.SEIZO_BA ,M01.LOCATION  ,M01.HAKO_SYU ,M01.TK_UKE ,M01.TK_SEBAN  ,NVL(RI.SIJI_SU,0) AS HAN_SU  FROM TB_ZAIKO_JO JO  ,TB_HINBAN_MA M01  ,(SELECT TK_HIN,SYUYO_SU,SUM(SIJI_SU) AS SUM_SIJI_SU ,SUM(HIKI_SU) AS  SUM_HIKI_SU  FROM TB_NOUHIN_JO GROUP BY TK_HIN ,SYUYO_SU  ) NOU ,(SELECT TK_HIN ,SYUYO_SU ,SUM(SIJI_SU) AS SIJI_SU  FROM TB_HANNYU_RI  GROUP BY TK_HIN ,SYUYO_SU  ) RI  WHERE   JO.TK_HIN = M01.TK_HIN  AND JO.SYUYO_SU = M01.SYUYO_SU  AND JO.TK_HIN = NOU.TK_HIN(+)  AND JO.SYUYO_SU = NOU.SYUYO_SU(+)  AND JO.TK_HIN = RI.TK_HIN(+)  AND JO.SYUYO_SU = RI.SYUYO_SU(+)  ORDER BY JO.TK_HIN ,JO.SYUYO_SU   
2014-07-24 15:08:27 [main:149] - [DEBUG] {pstm-100001} Executing Statement:   SELECT JO.TK_HIN ,JO.SYUYO_SU ,JO.ZAIKO_SU ,JO.LOC_ZAIKO_SU  ,JO.HIKI_ZAIKO_SU  ,JO.SEBAN ,JO.LST_NOU_YMD,JO.LST_HAN_YMD  ,(NVL(NOU.SUM_SIJI_SU,0) - NVL(NOU.SUM_HIKI_SU,0)) AS FUSOKU_SU  ,M01.KANRI_KOJO ,M01.S_KYOTEN ,M01.SEIZO_BA ,M01.LOCATION  ,M01.HAKO_SYU ,M01.TK_UKE ,M01.TK_SEBAN  ,NVL(RI.SIJI_SU,0) AS HAN_SU  FROM TB_ZAIKO_JO JO  ,TB_HINBAN_MA M01  ,(SELECT TK_HIN,SYUYO_SU,SUM(SIJI_SU) AS SUM_SIJI_SU ,SUM(HIKI_SU) AS  SUM_HIKI_SU  FROM TB_NOUHIN_JO GROUP BY TK_HIN ,SYUYO_SU  ) NOU ,(SELECT TK_HIN ,SYUYO_SU ,SUM(SIJI_SU) AS SIJI_SU  FROM TB_HANNYU_RI  GROUP BY TK_HIN ,SYUYO_SU  ) RI  WHERE   JO.TK_HIN = M01.TK_HIN  AND JO.SYUYO_SU = M01.SYUYO_SU  AND JO.TK_HIN = NOU.TK_HIN(+)  AND JO.SYUYO_SU = NOU.SYUYO_SU(+)  AND JO.TK_HIN = RI.TK_HIN(+)  AND JO.SYUYO_SU = RI.SYUYO_SU(+)  ORDER BY JO.TK_HIN ,JO.SYUYO_SU   
2014-07-24 15:08:27 [main:150] - [DEBUG] {pstm-100001} Parameters: []
2014-07-24 15:08:27 [main:150] - [DEBUG] {pstm-100001} Types: []
2014-07-24 15:08:28 [main:683] - [DEBUG] {rset-100002} ResultSet
2014-07-24 15:08:28 [main:703] - [DEBUG] {rset-100002} Header: [TK_UKE, TK_SEBAN, TK_HIN, SYUYO_SU, ZAIKO_SU, LOC_ZAIKO_SU, HIKI_ZAIKO_SU, FUSOKU_SU, KANRI_KOJO, S_KYOTEN, SEIZO_BA, SEBAN, HAN_SU, LOCATION, LST_NOU_YMD, LST_HAN_YMD]
2014-07-24 15:08:28 [main:787] - [DEBUG] {rset-100002} Result: [N4   , 0009, 5333160110               , 24, 624, 240, -720, 720, 2592, SH1 ,     , KW9009    , 24864, N4-0009  , 20140523, 20140523]
2014-07-24 15:08:28 [main:788] - [DEBUG] {rset-100002} Result: [C5   , 0521, 5334130310               , 30, 30, 0, -240, 240, 2592, 7778,     , MC521     , 2850, C5-0521  , 20140523, 20140523]
2014-07-24 15:08:28 [main:788] - [DEBUG] {rset-100002} Result: [C5   , 0500, 5334130340               , 30, 0, 0, -60, 60, 2592, 7778,     , MC500     , 690, C5-0500  , 20140523, 20140523]
2014-07-24 15:08:28 [main:789] - [DEBUG] {rset-100002} Result: [C5   , 0536, 5334153050               , 18, 0, 0, 0, 0, 2592, 7778,     , MN536     , 18, C5-0536  , 20140513, 20140512]
2014-07-24 15:08:28 [main:789] - [DEBUG] {rset-100002} Result: [C5   , 0005, 5334153060               , 30, 30, 0, -120, 120, 2592, 7778,     , MC005     , 1680, C5-0005  , 20140523, 20140523]
2014-07-24 15:08:28 [main:794] - [DEBUG] {rset-100002} Result: [C5   , 0006, 5334153070               , 30, 120, 0, -480, 480, 2592, 7778,     , MC006     , 6000, C5-0006  , 20140523, 20140523]
2014-07-24 15:08:28 [main:794] - [DEBUG] {rset-100002} Result: [N9   , 0006, 5370335042               , 12, 492, 144, -600, 600, 2592, SH1 ,     , KW9006    , 20748, N9-0006  , 20140523, 20140523]
2014-07-24 15:08:28 [main:795] - [DEBUG] {rset-100002} Result: [N9   , 0007, 5370435082               , 12, 588, 240, -504, 504, 2592, SH1 ,     , KW9007    , 20736, N9-0007  , 20140523, 20140523]
2014-07-24 15:08:28 [main:795] - [DEBUG] {rset-100002} Result: [W9   , 0003, 5377135080               , 24, 0, 0, 0, 0, 2592, SH1 ,     ,           , 0, W9-0003  , 20100201, 20100128]
2014-07-24 15:08:28 [main:795] - [DEBUG] {rset-100002} Result: [C5   , 0708, 5388250040               , 10, 99958910, 99958870, 99958790, 0, 2592, 002 ,     ,           , 0, C5-0708  , 20140523,         ]
2014-07-24 15:08:28 [main:796] - [DEBUG] {rset-100002} Result: [C5   , 0709, 5388350030               , 10, 99958910, 99958870, 99958790, 0, 2592, 002 ,     ,           , 0, C5-0709  , 20140523,         ]
2014-07-24 15:08:28 [main:796] - [DEBUG] {rset-100002} Result: [C5   , 0980, 5521430070               , 14, 0, 0, 0, 0, 2592, 0030,     , MN980     , 0, C5-0980  , 20130909, 20130906]
2014-07-24 15:08:28 [main:797] - [DEBUG] {rset-100002} Result: [C5   , 0522, 5521430110               , 8, 0, 0, 0, 0, 2592, 0030,     , MC522     , 0, C5-0522  , 20130906, 20130906]
2014-07-24 15:08:28 [main:797] - [DEBUG] {rset-100002} Result: [C5   , 0501, 5521430111               , 8, 72, 64, 8, 0, 2592, 0030,     , MC501     , 600, C5-0501  , 20140523, 20140523]
2014-07-24 15:08:28 [main:798] - [DEBUG] {rset-100002} Result: [C5   , 0503, 5521430140               , 14, 224, 182, -70, 70, 2592, 0030,     , MC503     , 3066, C5-0503  , 20140523, 20140523]
2014-07-24 15:08:28 [main:806] - [DEBUG] {rset-100002} Result: [C5   , 0532, 5521450090               , 10, 0, 0, 0, 0, 2592, 0870,     , MC532     , 0, C5-0532  , 20130902, 20130826]
2014-07-24 15:08:28 [main:807] - [DEBUG] {rset-100002} Result: [C5   , 0533, 5521450100               , 10, 160, 140, 30, 0, 2592, 0870,     , MC533     , 1280, C5-0533  , 20140523, 20140521]
2014-07-24 15:08:28 [main:807] - [DEBUG] {rset-100002} Result: [C5   , 0505, 5521450110               , 10, 60, 60, 20, 0, 2592, 0870,     , MC505     , 280, C5-0505  , 20140523, 20140514]
2014-07-24 15:08:28 [main:808] - [DEBUG] {rset-100002} Result: [C5   , 0964, 5521453020               , 14, 70, 70, 56, 0, 2592, 0030,     , MN964     , 0, C5-0964  , 20140306, 20140407]
2014-07-24 15:08:28 [main:809] - [DEBUG] {rset-100002} Result: [C5   , 0965, 5521453040               , 12, 120, 120, 120, 0, 2592, 0030,     , MN965     , 0, C5-0965  , 20140425, 20130319]
2014-07-24 15:08:28 [main:809] - [DEBUG] {rset-100002} Result: [C5   , 0007, 5521453100               , 14, 126, 98, -14, 14, 2592, 0030,     , MC007     , 1344, C5-0007  , 20140523, 20140523]
2014-07-24 15:08:28 [main:810] - [DEBUG] {rset-100002} Result: [C5   , 0008, 5521453110               , 15, 405, 315, -225, 225, 2592, 0030,     , MC008     , 6555, C5-0008  , 20140523, 20140523]
2014-07-24 15:08:28 [main:810] - [DEBUG] {rset-100002} Result: [W1   , 0791, 5521460010               , 8, 88, 56, -312, 312, 2592, 7778,     , YY425     , 4840, W1-0791  , 20140523, 20140523]
2014-07-24 15:08:28 [main:811] - [DEBUG] {rset-100002} Result: [W1   , 0792, 5521460020               , 8, 0, 0, 0, 0, 2592, 7778,     , YY426     , 0, W1-0792  , 20111003, 20110929]
2014-07-24 15:08:28 [main:811] - [DEBUG] {rset-100002} Result: [C5   , 0523, 5521530280               , 7, 0, 0, 0, 0, 2592, 0030,     , MC523     , 0, C5-0523  , 20130909, 20130906]
2014-07-24 15:08:28 [main:818] - [DEBUG] {rset-100002} Result: [C5   , 0502, 5521530281               , 7, 168, 140, -63, 63, 2592, 0030,     , MC502     , 2198, C5-0502  , 20140523, 20140523]
2014-07-24 15:08:28 [main:819] - [DEBUG] {rset-100002} Result: [C5   , 0524, 5521530290               , 8, 80, 72, 8, 0, 2592, 0030,     , MN524     , 840, C5-0524  , 20140523, 20140523]
2014-07-24 15:08:28 [main:819] - [DEBUG] {rset-100002} Result: [C5   , 0534, 5521550050               , 10, 0, 0, 0, 0, 2592, 0870,     , MC534     , 0, C5-0534  , 20130902, 20130826]
2014-07-24 15:08:28 [main:819] - [DEBUG] {rset-100002} Result: [C5   , 0535, 5521550060               , 10, 60, 50, 10, 0, 2592, 0870,     , MC535     , 280, C5-0535  , 20140523, 20140514]
2014-07-24 15:08:28 [main:820] - [DEBUG] {rset-100002} Result: [C5   , 0506, 5521550070               , 10, 160, 140, 30, 0, 2592, 0870,     , MC506     , 1280, C5-0506  , 20140523, 20140521]
2014-07-24 15:08:28 [main:820] - [DEBUG] {rset-100002} Result: [C5   , 0966, 5521553010               , 12, 36, 36, 36, 0, 2592, 0030,     , MN966     , 0, C5-0966  , 20140411, 20140407]
2014-07-24 15:08:28 [main:820] - [DEBUG] {rset-100002} Result: [C5   , 0967, 5521553020               , 14, 56, 56, 56, 0, 2592, 0030,     , MN967     , 0, C5-0967  , 20140416, 20130319]
2014-07-24 15:08:28 [main:821] - [DEBUG] {rset-100002} Result: [C5   , 0009, 5521553090               , 14, 322, 252, -168, 168, 2592, 0030,     , MC009     , 5012, C5-0009  , 20140523, 20140523]
2014-07-24 15:08:28 [main:821] - [DEBUG] {rset-100002} Result: [C5   , 0010, 5521553100               , 12, 120, 96, -48, 48, 2592, 0030,     , MC010     , 1512, C5-0010  , 20140523, 20140523]
2014-07-24 15:08:28 [main:821] - [DEBUG] {rset-100002} Result: [C5   , 0016, 5521553110               , 13, 130, 117, 0, 0, 2592, 0030,     , MC016     , 1339, C5-0016  , 20140523, 20140523]
2014-07-24 15:08:28 [main:826] - [DEBUG] {rset-100002} Result: [C5   , 0017, 5521553120               , 14, 56, 56, 42, 0, 2592, 0030,     , MC017     , 28, C5-0017  , 20140512, 20140512]
2014-07-24 15:08:28 [main:826] - [DEBUG] {rset-100002} Result: [W1   , 0793, 5521560030               , 8, 88, 56, -312, 312, 2592, 7778,     , YY427     , 4840, W1-0793  , 20140523, 20140523]
2014-07-24 15:08:28 [main:827] - [DEBUG] {rset-100002} Result: [W1   , 0794, 5521560040               , 7, 0, 0, 0, 0, 2592, 7778,     , YY428     , 0, W1-0794  , 20111015, 20111014]
2014-07-24 15:08:28 [main:827] - [DEBUG] {rset-100002} Result: [E1   , 0506, 5531548010               , 40, 320, 320, 320, 0, 2592, 1740,     , QN126     , 200, E1-0506  , 20140515, 20140519]
2014-07-24 15:08:28 [main:828] - [DEBUG] {rset-100002} Result: [E1   , 0507, 5531548020               , 40, 440, 440, 360, 0, 2592, 1740,     , QN127     , 400, E1-0507  , 20140522, 20140513]
2014-07-24 15:08:28 [main:828] - [DEBUG] {rset-100002} Result: [E1   , 0508, 5531548060               , 10, 140, 140, 140, 0, 2592, 0550,     , QN222     , 0, E1-0508  , 20140509, 20131219]
2014-07-24 15:08:28 [main:829] - [DEBUG] {rset-100002} Result: [E1   , 0509, 5531548070               , 10, 40, 40, 40, 0, 2592, 0550,     , QN223     , 0, E1-0509  , 20140521, 20140210]
2014-07-24 15:08:28 [main:829] - [DEBUG] {rset-100002} Result: [E1   , 0510, 5531648010               , 40, 320, 320, 320, 0, 2592, 1740,     , QN128     , 200, E1-0510  , 20140515, 20140519]
2014-07-24 15:08:28 [main:829] - [DEBUG] {rset-100002} Result: [E1   , 0511, 5531648020               , 40, 440, 440, 360, 0, 2592, 1740,     , QN129     , 400, E1-0511  , 20140522, 20140513]
2014-07-24 15:08:28 [main:830] - [DEBUG] {rset-100002} Result: [E1   , 0512, 5531648050               , 10, 320, 320, 320, 0, 2592, 0550,     , QN224     , 0, E1-0512  , 20140509, 20131219]
2014-07-24 15:08:28 [main:836] - [DEBUG] {rset-100002} Result: [E1   , 0513, 5531648060               , 10, 80, 80, 80, 0, 2592, 0550,     , QN225     , 0, E1-0513  , 20140521, 20140210]
2014-07-24 15:08:28 [main:837] - [DEBUG] {rset-100002} Result: [E1   , 0500, 5534960090               , 30, 180, 180, 180, 0, 2592, 0550,     , YY429     , 600, E1-0500  , 20140519, 20140424]
2014-07-24 15:08:28 [main:837] - [DEBUG] {rset-100002} Result: [E1   , 0501, 5535660110               , 12, 60, 48, 48, 0, 2592, 0550,     , YY435     , 384, E1-0501  , 20140521, 20140424]
2014-07-24 15:08:28 [main:838] - [DEBUG] {rset-100002} Result: [E1   , 0502, 5535860100               , 50, 350, 350, 350, 0, 2592, 0550,     , YY436     , 500, E1-0502  , 20140519, 20140424]
2014-07-24 15:08:28 [main:839] - [DEBUG] {rset-100002} Result: [E1   , 0503, 5535960040               , 24, 264, 240, 240, 0, 2592, 0550,     , YY437     , 384, E1-0503  , 20140520, 20140424]
2014-07-24 15:08:28 [main:839] - [DEBUG] {rset-100002} Result: [E1   , 0514, 5541848010               , 40, 320, 320, 320, 0, 2592, 1740,     , QN130     , 200, E1-0514  , 20140515, 20140519]
2014-07-24 15:08:28 [main:843] - [DEBUG] {rset-100002} Result: [E1   , 0515, 5541848020               , 40, 440, 440, 360, 0, 2592, 1740,     , QN133     , 400, E1-0515  , 20140522, 20140513]
2014-07-24 15:08:28 [main:843] - [DEBUG] {rset-100002} Result: [E1   , 0516, 5541848050               , 10, 320, 320, 320, 0, 2592, 0550,     , QN226     , 0, E1-0516  , 20140509, 20131219]
2014-07-24 15:08:28 [main:844] - [DEBUG] {rset-100002} Result: [E1   , 0517, 5541848060               , 10, 40, 40, 40, 0, 2592, 0550,     , QN227     , 0, E1-0517  , 20140521, 20131219]
2014-07-24 15:08:28 [main:845] - [DEBUG] {rset-100002} Result: [N7   , 0017, 5570160660               , 12, 204, 108, -132, 132, 2592, SH1 ,     , KW9017    , 6360, N7-0017  , 20140523, 20140523]
2014-07-24 15:08:28 [main:854] - [DEBUG] {rset-100002} Result: [N7   , 0012, 5570160670               , 12, 36, 24, 12, 0, 2592, SH1 ,     , KW9012    , 288, N7-0012  , 20140522, 20140523]
2014-07-24 15:08:28 [main:855] - [DEBUG] {rset-100002} Result: [N7   , 0019, 5570160680               , 3, 3, 3, 3, 0, 2592, SH1 ,     , KN2019    , 3, N7-0019  , 20140423, 20140425]
2014-07-24 15:08:28 [main:855] - [DEBUG] {rset-100002} Result: [N7   , 0020, 5570160690               , 3, 3, 3, 3, 0, 2592, SH1 ,     , KN2020    , 9, N7-0020  , 20140512, 20140512]
2014-07-24 15:08:28 [main:856] - [DEBUG] {rset-100002} Result: [N7   , 0001, 5570160700               , 12, 132, 72, -72, 72, 2592, SH1 ,     , KW9001    , 3408, N7-0001  , 20140523, 20140523]
2014-07-24 15:08:28 [main:856] - [DEBUG] {rset-100002} Result: [C5   , 0700, 5816550040               , 7, 99982913, 99982899, 99982871, 0, 2592, 002 ,     ,           , 0, C5-0700  , 20140523,         ]
2014-07-24 15:08:28 [main:857] - [DEBUG] {rset-100002} Result: [C5   , 0701, 5816550050               , 7, 99993714, 99993707, 99993693, 0, 2592, 002 ,     ,           , 0, C5-0701  , 20140523,         ]
2014-07-24 15:08:28 [main:857] - [DEBUG] {rset-100002} Result: [C5   , 0001, 5816550060               , 7, 79495, 79495, 79495, 0, 2592, 002 ,     ,           , 0, C5-0001  , 20120824,         ]
2014-07-24 15:08:28 [main:858] - [DEBUG] {rset-100002} Result: [C5   , 0002, 5816550070               , 7, 91162, 91162, 91162, 0, 2592, 002 ,     ,           , 0, C5-0002  , 20120821,         ]
2014-07-24 15:08:28 [main:858] - [DEBUG] {rset-100002} Result: [C5   , 0003, 5816550080               , 6, 84697, 84697, 84697, 0, 2592, 002 ,     ,           , 0, C5-0003  , 20120824,         ]
2014-07-24 15:08:28 [main:859] - [DEBUG] {rset-100002} Result: [C5   , 0004, 5816550090               , 6, 92672, 92672, 92672, 0, 2592, 002 ,     ,           , 0, C5-0004  , 20120807,         ]
2014-07-24 15:08:28 [main:864] - [DEBUG] {rset-100002} Result: [C5   , 0702, 5816550100               , 6, 99987106, 99987100, 99987082, 0, 2592, 002 ,     ,           , 0, C5-0702  , 20140523,         ]
2014-07-24 15:08:28 [main:864] - [DEBUG] {rset-100002} Result: [C5   , 0703, 5816550110               , 6, 99995170, 99995164, 99995158, 0, 2592, 002 ,     ,           , 0, C5-0705  , 20140523,         ]
2014-07-24 15:08:28 [main:865] - [DEBUG] {rset-100002} Result: [C5   , 0704, 5816650040               , 7, 99982913, 99982892, 99982871, 0, 2592, 002 ,     ,           , 0, C5-0704  , 20140523,         ]
2014-07-24 15:08:28 [main:865] - [DEBUG] {rset-100002} Result: [C5   , 0705, 5816650050               , 7, 99993714, 99993707, 99993693, 0, 2592, 002 ,     ,           , 0, C5-0705  , 20140523,         ]
2014-07-24 15:08:28 [main:866] - [DEBUG] {rset-100002} Result: [C5   , 0005, 5816650060               , 7, 79489, 79489, 79489, 0, 2592, 002 ,     ,           , 0, C5-0005  , 20120824,         ]
2014-07-24 15:08:28 [main:866] - [DEBUG] {rset-100002} Result: [C5   , 0006, 5816650070               , 7, 91163, 91163, 91163, 0, 2592, 002 ,     ,           , 0, C5-0006  , 20120823,         ]
2014-07-24 15:08:28 [main:867] - [DEBUG] {rset-100002} Result: [C5   , 0007, 5816650080               , 6, 84698, 84698, 84698, 0, 2592, 002 ,     ,           , 0, C5-0007  , 20120823,         ]
2014-07-24 15:08:28 [main:867] - [DEBUG] {rset-100002} Result: [C5   , 0008, 5816650090               , 6, 92673, 92673, 92673, 0, 2592, 002 ,     ,           , 0, C5-0008  , 20120807,         ]
2014-07-24 15:08:28 [main:868] - [DEBUG] {rset-100002} Result: [C5   , 0706, 5816650100               , 6, 99987112, 99987106, 99987088, 0, 2592, 002 ,     ,           , 0, C5-0706  , 20140523,         ]
2014-07-24 15:08:28 [main:868] - [DEBUG] {rset-100002} Result: [C5   , 0707, 5816650110               , 6, 99995170, 99995164, 99995158, 0, 2592, 002 ,     ,           , 0, C5-0707  , 20140523,         ]
2014-07-24 15:08:28 [main:877] - [DEBUG] {rset-100002} Result: [W1   , 0903, 5819035051               , 45, 2070, 1980, 1035, 0, 2592, 0870,     , MW903     , 12105, W1-0903  , 20140523, 20140523]
2014-07-24 15:08:28 [main:878] - [DEBUG] {rset-100002} Result: [C0   , 0001, 5824622020               , 16, 48, 48, 32, 0, 2592, SH1 ,     , KC0001    , 48, C0-0001  , 20140417, 20140418]
2014-07-24 15:08:28 [main:878] - [DEBUG] {rset-100002} Result: [W1   , 0320, 5843560030               , 20, 0, 0, -20, 20, 2592, 7778,     , HH820     , 180, W1-0320  , 20140523, 20140522]
2014-07-24 15:08:28 [main:879] - [DEBUG] {rset-100002} Result: [W1   , 0321, 5843560040               , 15, 105, 75, -390, 390, 2592, 7778,     , HH821     , 5955, W1-0321  , 20140523, 20140523]
2014-07-24 15:08:28 [main:879] - [DEBUG] {rset-100002} Result: [W2   , 0076, 5853360062C0             , 20, 40, 40, 20, 0, 2592, F999,     , MW076     , 400, W2-0076  , 20140523, 20140523]
2014-07-24 15:08:28 [main:880] - [DEBUG] {rset-100002} Result: [W2   , 0078, 5853360062E0             , 20, 40, 40, 40, 0, 2592, F999,     , MW078     , 140, W2-0078  , 20140523, 20140522]
2014-07-24 15:08:28 [main:880] - [DEBUG] {rset-100002} Result: [W2   , 0F89, 5853360090A0             , 20, 320, 320, 60, 0, 2592, F999,     , MWF89     , 3280, W2-0F89  , 20140523, 20140523]
2014-07-24 15:08:28 [main:880] - [DEBUG] {rset-100002} Result: [W2   , 0F90, 5853360090C0             , 20, 180, 180, -60, 60, 2592, F999,     , MWF90     , 2020, W2-0F90  , 20140523, 20140523]
2014-07-24 15:08:28 [main:881] - [DEBUG] {rset-100002} Result: [W1   , 0337, 5857935020               , 10, 250, 220, -90, 90, 2592, 0030,     , MW929     , 4210, W1-0337  , 20140523, 20140523]
2014-07-24 15:08:28 [main:881] - [DEBUG] {rset-100002} Result: [W1   , 0344, 5857960010               , 10, 190, 180, 30, 0, 2592, 0030,     , MW168     , 2070, W1-0344  , 20140523, 20140523]
2014-07-24 15:08:28 [main:887] - [DEBUG] {rset-100002} Result: [W1   , 0345, 5862460150               , 22, 726, 638, -242, 242, 2592, 0030,     , HH854     , 11858, W1-0345  , 20140523, 20140523]
2014-07-24 15:08:28 [main:888] - [DEBUG] {rset-100002} Result: [W1   , 0346, 5862560060               , 22, 748, 660, -220, 220, 2592, 0030,     , HH855     , 11858, W1-0346  , 20140523, 20140523]
2014-07-24 15:08:28 [main:888] - [DEBUG] {rset-100002} Result: [W2   , 0520, 5881535030               , 300, 900, 900, 0, 0, 2592, A810,     , MW520     , 9300, W2-0520  , 20140523, 20140523]
2014-07-24 15:08:28 [main:889] - [DEBUG] {rset-100002} Result: [W2   , 0521, 5881560130               , 300, 600, 600, 0, 0, 2592, A810,     , HH856     , 4500, W2-0521  , 20140522, 20140522]
2014-07-24 15:08:28 [main:889] - [DEBUG] {rset-100002} Result: [W2   , 0002, 5882960020               , 3, 18, 18, 18, 0, 2592, 0030,     , HH277     , 0, W2-0002  ,         , 20090820]
2014-07-24 15:08:28 [main:890] - [DEBUG] {rset-100002} Result: [N7   , 0044, 6101335031               , 15, 0, 0, 0, 0, 2592, SH1 ,     , KW4044    , 0, N7-0044  , 20130417, 20130417]
2014-07-24 15:08:28 [main:890] - [DEBUG] {rset-100002} Result: [N7   , 0046, 6101335032               , 15, 270, 135, -225, 225, 2592, SH1 ,     , KN7046    , 8655, N7-0046  , 20140523, 20140523]
2014-07-24 15:08:28 [main:891] - [DEBUG] {rset-100002} Result: [N7   , 0051, 6101360041               , 15, 255, 105, -285, 285, 2592, SH1 ,     , KW4051    , 9870, N7-0051  , 20140523, 20140523]
2014-07-24 15:08:28 [main:891] - [DEBUG] {rset-100002} Result: [N7   , 0052, 6101360051               , 9, 18, 9, 0, 0, 2592, SH1 ,     , KW4052    , 216, N7-0052  , 20140523, 20140522]
2014-07-24 15:08:28 [main:892] - [DEBUG] {rset-100002} Result: [N7   , 0026, 6101435030               , 15, 0, 0, 0, 0, 2592, SH1 ,     , KW4026    , 0, N7-0026  , 20130822, 20130821]
2014-07-24 15:08:28 [main:902] - [DEBUG] {rset-100002} Result: [N7   , 0002, 6101435050               , 15, 270, 135, -210, 210, 2592, SH1 ,     , KN7002    , 8655, N7-0002  , 20140523, 20140523]
2014-07-24 15:08:28 [main:902] - [DEBUG] {rset-100002} Result: [N7   , 0053, 6101460041               , 15, 255, 105, -285, 285, 2592, SH1 ,     , KW4053    , 9840, N7-0053  , 20140523, 20140523]
2014-07-24 15:08:28 [main:902] - [DEBUG] {rset-100002} Result: [N7   , 0054, 6101460051               , 9, 18, 18, 9, 0, 2592, SH1 ,     , KW4054    , 216, N7-0054  , 20140523, 20140522]
2014-07-24 15:08:28 [main:903] - [DEBUG] {rset-100002} Result: [N7   , 0700, 6120160020               , 100, 300, 100, -200, 200, 2592, SH1 ,     , KW4700    , 11300, N7-0700  , 20140523, 20140523]
2014-07-24 15:08:28 [main:903] - [DEBUG] {rset-100002} Result: [N7   , 0701, 6120260020               , 100, 200, 0, -300, 300, 2592, SH1 ,     , KW4701    , 11200, N7-0701  , 20140523, 20140523]
2014-07-24 15:08:28 [main:903] - [DEBUG] {rset-100002} Result: [N7   , 0046, 6130735151               , 20, 0, 0, 0, 0, 2592, SH1 ,     , KW4046    , 0, N7-0046  , 20120906, 20120905]
2014-07-24 15:08:28 [main:904] - [DEBUG] {rset-100002} Result: [N7   , 0055, 6130735160               , 16, 160, 32, -320, 320, 2592, SH1 ,     , KN7055    , 8544, N7-0055  , 20140523, 20140523]
2014-07-24 15:08:28 [main:904] - [DEBUG] {rset-100002} Result: [N7   , 0030, 6130760300               , 20, 260, 100, -300, 300, 2592, SH1 ,     , KW4030    , 11640, N7-0030  , 20140523, 20140523]
2014-07-24 15:08:28 [main:904] - [DEBUG] {rset-100002} Result: [N7   , 0031, 6130760310               , 40, 40, 40, 40, 0, 2592, SH1 ,     , KW4031    , 240, N7-0031  , 20140521, 20140523]
2014-07-24 15:08:28 [main:905] - [DEBUG] {rset-100002} Result: [N7   , 0047, 6130835151               , 20, 0, 0, 0, 0, 2592, SH1 ,     , KWS047    , 0, N7-0047  , 20120906, 20120905]
2014-07-24 15:08:28 [main:908] - [DEBUG] {rset-100002} Result: [N7   , 0056, 6130835160               , 16, 160, 16, -336, 336, 2592, SH1 ,     , KN7056    , 8544, N7-0056  , 20140523, 20140523]
2014-07-24 15:08:28 [main:909] - [DEBUG] {rset-100002} Result: [N7   , 0033, 6130860310               , 20, 260, 100, -300, 300, 2592, SH1 ,     , KW4033    , 11640, N7-0033  , 20140523, 20140523]
2014-07-24 15:08:28 [main:909] - [DEBUG] {rset-100002} Result: [N7   , 0321, 6130860320               , 40, 80, 80, 80, 0, 2592, SH1 ,     , KW4321    , 240, N7-0321  , 20140521, 20140523]
2014-07-24 15:08:28 [main:909] - [DEBUG] {rset-100002} Result: [N7   , 0034, 6161935010               , 70, 280, 140, -210, 210, 2592, SH1 ,     , KW4034    , 8470, N7-0034  , 20140523, 20140523]
2014-07-24 15:08:28 [main:910] - [DEBUG] {rset-100002} Result: [N7   , 0035, 6162935010               , 70, 210, 70, -280, 280, 2592, SH1 ,     , KW4035    , 8400, N7-0035  , 20140523, 20140523]
2014-07-24 15:08:28 [main:910] - [DEBUG] {rset-100002} Result: [C0   , 0540, 6166750030               , 60, 420, 360, 240, 0, 2592, 9990,     , MN540     , 3360, C0-0540  , 20140523, 20140523]
2014-07-24 15:08:28 [main:910] - [DEBUG] {rset-100002} Result: [C0   , 0541, 6166850030               , 100, 400, 400, 200, 0, 2592, 9990,     , MN541     , 3300, C0-0541  , 20140523, 20140523]
2014-07-24 15:08:28 [main:910] - [DEBUG] {rset-100002} Result: [C0   , 0542, 6167950030               , 100, 400, 400, 200, 0, 2592, 9990,     , MN542     , 3400, C0-0542  , 20140523, 20140523]
2014-07-24 15:08:28 [main:911] - [DEBUG] {rset-100002} Result: [N7   , 0036, 6170835020               , 15, 0, 0, 0, 0, 2592, SH1 ,     , KW4036    , 0, N7-0036  , 20121210, 20121207]
2014-07-24 15:08:28 [main:911] - [DEBUG] {rset-100002} Result: [N7   , 0045, 6170835021               , 15, 210, 75, -285, 285, 2592, SH1 ,     , KN7045    , 8610, N7-0045  , 20140523, 20140523]
