2014-07-24 15:08:27 [main:0] - [DEBUG] Created connection 536150103.
2014-07-24 15:08:27 [main:15] - [DEBUG] {conn-100000} Connection
2014-07-24 15:08:27 [main:17] - [DEBUG] {conn-100000} Preparing Statement:   SELECT JO.TK_HIN ,JO.SYUYO_SU ,JO.ZAIKO_SU ,JO.LOC_ZAIKO_SU  ,JO.HIKI_ZAIKO_SU  ,JO.SEBAN ,JO.LST_NOU_YMD,JO.LST_HAN_YMD  ,(NVL(NOU.SUM_SIJI_SU,0) - NVL(NOU.SUM_HIKI_SU,0)) AS FUSOKU_SU  ,M01.KANRI_KOJO ,M01.S_KYOTEN ,M01.SEIZO_BA ,M01.LOCATION  ,M01.HAKO_SYU ,M01.TK_UKE ,M01.TK_SEBAN  ,NVL(RI.SIJI_SU,0) AS HAN_SU  FROM TB_ZAIKO_JO JO  ,TB_HINBAN_MA M01  ,(SELECT TK_HIN,SYUYO_SU,SUM(SIJI_SU) AS SUM_SIJI_SU ,SUM(HIKI_SU) AS  SUM_HIKI_SU  FROM TB_NOUHIN_JO GROUP BY TK_HIN ,SYUYO_SU  ) NOU ,(SELECT TK_HIN ,SYUYO_SU ,SUM(SIJI_SU) AS SIJI_SU  FROM TB_HANNYU_RI  GROUP BY TK_HIN ,SYUYO_SU  ) RI  WHERE   JO.TK_HIN = M01.TK_HIN  AND JO.SYUYO_SU = M01.SYUYO_SU  AND JO.TK_HIN = NOU.TK_HIN(+)  AND JO.SYUYO_SU = NOU.SYUYO_SU(+)  AND JO.TK_HIN = RI.TK_HIN(+)  AND JO.SYUYO_SU = RI.SYUYO_SU(+)  ORDER BY JO.TK_HIN ,JO.SYUYO_SU   
2014-07-24 15:08:27 [main:149] - [DEBUG] {pstm-100001} Executing Statement:   SELECT JO.TK_HIN ,JO.SYUYO_SU ,JO.ZAIKO_SU ,JO.LOC_ZAIKO_SU  ,JO.HIKI_ZAIKO_SU  ,JO.SEBAN ,JO.LST_NOU_YMD,JO.LST_HAN_YMD  ,(NVL(NOU.SUM_SIJI_SU,0) - NVL(NOU.SUM_HIKI_SU,0)) AS FUSOKU_SU  ,M01.KANRI_KOJO ,M01.S_KYOTEN ,M01.SEIZO_BA ,M01.LOCATION  ,M01.HAKO_SYU ,M01.TK_UKE ,M01.TK_SEBAN  ,NVL(RI.SIJI_SU,0) AS HAN_SU  FROM TB_ZAIKO_JO JO  ,TB_HINBAN_MA M01  ,(SELECT TK_HIN,SYUYO_SU,SUM(SIJI_SU) AS SUM_SIJI_SU ,SUM(HIKI_SU) AS  SUM_HIKI_SU  FROM TB_NOUHIN_JO GROUP BY TK_HIN ,SYUYO_SU  ) NOU ,(SELECT TK_HIN ,SYUYO_SU ,SUM(SIJI_SU) AS SIJI_SU  FROM TB_HANNYU_RI  GROUP BY TK_HIN ,SYUYO_SU  ) RI  WHERE   JO.TK_HIN = M01.TK_HIN  AND JO.SYUYO_SU = M01.SYUYO_SU  AND JO.TK_HIN = NOU.TK_HIN(+)  AND JO.SYUYO_SU = NOU.SYUYO_SU(+)  AND JO.TK_HIN = RI.TK_HIN(+)  AND JO.SYUYO_SU = RI.SYUYO_SU(+)  ORDER BY JO.TK_HIN ,JO.SYUYO_SU   
2014-07-24 15:08:27 [main:150] - [DEBUG] {pstm-100001} Parameters: []
2014-07-24 15:08:27 [main:150] - [DEBUG] {pstm-100001} Types: []
2014-07-24 15:08:28 [main:683] - [DEBUG] {rset-100002} ResultSet
2014-07-24 15:08:28 [main:703] - [DEBUG] {rset-100002} Header: [TK_UKE, TK_SEBAN, TK_HIN, SYUYO_SU, ZAIKO_SU, LOC_ZAIKO_SU, HIKI_ZAIKO_SU, FUSOKU_SU, KANRI_KOJO, S_KYOTEN, SEIZO_BA, SEBAN, HAN_SU, LOCATION, LST_NOU_YMD, LST_HAN_YMD]
2014-07-24 15:08:28 [main:915] - [DEBUG] {rset-100002} Result: [N7   , 0037, 6170935010               , 15, 225, 90, -255, 255, 9564, SH1 ,     , KW4037    , 8610, N7-0037  , 20140523, 20140523]
2014-07-24 15:08:28 [main:915] - [DEBUG] {rset-100002} Result: [C5   , 0185, 6172153010B0             , 10, 120, 100, -40, 40, 2592, F999,     , MC185     , 1690, C5-0185  , 20140523, 20140523]
2014-07-24 15:08:28 [main:915] - [DEBUG] {rset-100002} Result: [N4   , 0011, 6172360020               , 40, 0, 0, 0, 0, 2592, SH1 ,     , KW9011    , 0, N4-0011  , 20140118, 20140116]
2014-07-24 15:08:28 [main:916] - [DEBUG] {rset-100002} Result: [N4   , 0011, 6172360020               , 60, 960, 780, 480, 0, 2592, SH1 ,     , KN4011    , 12240, N4-0011  , 20140523, 20140523]
2014-07-24 15:08:28 [main:916] - [DEBUG] {rset-100002} Result: [N4   , 0014, 6172460020               , 40, 0, 0, 0, 0, 2592, SH1 ,     , KW9014    , 0, N4-0014  , 20140118, 20140116]
2014-07-24 15:08:28 [main:916] - [DEBUG] {rset-100002} Result: [N4   , 0014, 6172460020               , 60, 1080, 900, 480, 0, 2592, SH1 ,     , KN4014    , 12180, N4-0014  , 20140523, 20140523]
2014-07-24 15:08:28 [main:917] - [DEBUG] {rset-100002} Result: [N7   , 0038, 6174335040               , 40, 440, 320, -40, 40, 2592, SH1 ,     , KW4038    , 8920, N7-0038  , 20140523, 20140523]
2014-07-24 15:08:28 [main:917] - [DEBUG] {rset-100002} Result: [N7   , 0039, 6174435040               , 40, 520, 360, 40, 0, 2592, SH1 ,     , KW4039    , 8960, N7-0039  , 20140523, 20140523]
2014-07-24 15:08:28 [main:917] - [DEBUG] {rset-100002} Result: [N9   , 0018, 6177135040               , 35, 490, 315, -35, 35, 2592, SH1 ,     , KW9018    , 8855, N9-0018  , 20140523, 20140523]
2014-07-24 15:08:28 [main:917] - [DEBUG] {rset-100002} Result: [N9   , 0015, 6177235030               , 35, 490, 315, -35, 35, 2592, SH1 ,     , KW9015    , 8855, N9-0015  , 20140523, 20140523]
2014-07-24 15:08:28 [main:921] - [DEBUG] {rset-100002} Result: [W2   , 0510, 6253860070A1             , 25, 25, 25, 25, 0, 2592, 0390,     , MW510     , 50, W2-0510  , 20140523, 20140506]
2014-07-24 15:08:28 [main:922] - [DEBUG] {rset-100002} Result: [W2   , 0502, 6253860070C0             , 25, 50, 50, 25, 0, 2592, 0390,     , MW502     , 125, W2-0502  , 20140516, 20140506]
2014-07-24 15:08:28 [main:922] - [DEBUG] {rset-100002} Result: [W2   , 0503, 6253960060A1             , 25, 25, 25, 25, 0, 2592, 0390,     , MW503     , 50, W2-0503  , 20140523, 20140506]
2014-07-24 15:08:28 [main:922] - [DEBUG] {rset-100002} Result: [W2   , 0511, 6253960060C0             , 25, 50, 50, 25, 0, 2592, 0390,     , MW511     , 125, W2-0511  , 20140516, 20140506]
2014-07-24 15:08:28 [main:922] - [DEBUG] {rset-100002} Result: [C0   , 0543, 6255550060               , 300, 600, 300, 300, 0, 2592, 9990,     , MN543     , 3300, C0-0543  , 20140522, 20140523]
2014-07-24 15:08:28 [main:923] - [DEBUG] {rset-100002} Result: [C0   , 0544, 6255650050               , 300, 300, 300, 0, 0, 2592, 9990,     , MN544     , 3300, C0-0544  , 20140523, 20140521]
2014-07-24 15:08:28 [main:923] - [DEBUG] {rset-100002} Result: [N7   , 0040, 6310260130               , 30, 120, 30, -180, 180, 2592, SH1 ,     , KW8040    , 4950, N7-0040  , 20140523, 20140523]
2014-07-24 15:08:28 [main:923] - [DEBUG] {rset-100002} Result: [N7   , 0041, 6310260140               , 30, 120, 60, -150, 150, 2592, SH1 ,     , KW8041    , 4890, N7-0041  , 20140523, 20140523]
2014-07-24 15:08:28 [main:923] - [DEBUG] {rset-100002} Result: [N2   , 0300, 6310335010               , 40, 0, 0, 0, 0, 2592, SH1 ,     ,           , 0, N2-0300  , 20080417, 20080417]
2014-07-24 15:08:28 [main:924] - [DEBUG] {rset-100002} Result: [N2   , 0303, 6310535072               , 24, 0, 0, 0, 0, 2592, SH1 ,     ,           , 0, N2-0303  , 20080701, 20080701]
2014-07-24 15:08:28 [main:927] - [DEBUG] {rset-100002} Result: [N7   , 0042, 6310560300               , 40, 280, 120, -280, 280, 2592, SH1 ,     , KW8042    , 9960, N7-0042  , 20140523, 20140523]
2014-07-24 15:08:28 [main:928] - [DEBUG] {rset-100002} Result: [W1   , 0797, 6331060C80B1             , 1, 0, 0, 0, 0, 2592, 6840,     , YY272     , 0, W1-0797  , 20140212, 20140211]
2014-07-24 15:08:28 [main:928] - [DEBUG] {rset-100002} Result: [W1   , 0028, 6331060C90A0             , 1, 8, 0, -7, 7, 2592, 6840,     ,           , 168, W1-0028  , 20140523, 20140523]
2014-07-24 15:08:28 [main:928] - [DEBUG] {rset-100002} Result: [W1   , 0799, 6331060C90B1             , 1, 0, 0, 0, 0, 2592, 6840,     , YY274     , 12, W1-0799  , 20140520, 20140520]
2014-07-24 15:08:28 [main:929] - [DEBUG] {rset-100002} Result: [W1   , 0800, 6331060C90E1             , 1, 0, 0, 0, 0, 2592, 6840,     , YY275     , 0, W1-0800  , 20111222, 20111222]
2014-07-24 15:08:28 [main:929] - [DEBUG] {rset-100002} Result: [W1   , 0879, 6331060D10A0             , 1, 12, 0, -33, 33, 2592, 6840,     ,           , 667, W1-0879  , 20140523, 20140523]
2014-07-24 15:08:28 [main:929] - [DEBUG] {rset-100002} Result: [W1   , 0801, 6331060D10B1             , 1, 0, 0, -2, 2, 2592, 6840,     , YY276     , 35, W1-0801  , 20140523, 20140523]
2014-07-24 15:08:28 [main:930] - [DEBUG] {rset-100002} Result: [W1   , 0802, 6331060D30B1             , 8, 0, 0, -8, 8, 2592, 6840,     , YY278     , 0, W1-0802  , 20130924, 20130923]
2014-07-24 15:08:28 [main:930] - [DEBUG] {rset-100002} Result: [W1   , 0030, 6331060D50A0             , 1, 0, 0, -3, 3, 2592, 6840,     ,           , 65, W1-0030  , 20140523, 20140523]
2014-07-24 15:08:28 [main:930] - [DEBUG] {rset-100002} Result: [W1   , 0804, 6331060D50B1             , 1, 1, 0, -3, 3, 2592, 6840,     , YY280     , 61, W1-0804  , 20140523, 20140523]
2014-07-24 15:08:28 [main:937] - [DEBUG] {rset-100002} Result: [W1   , 0805, 6331060D50E1             , 1, 0, 0, 0, 0, 2592, 6840,     , YY281     , 0, W1-0805  , 20111222, 20111222]
2014-07-24 15:08:28 [main:937] - [DEBUG] {rset-100002} Result: [W1   , 0031, 6331060E80A0             , 1, 0, 0, 0, 0, 2592, 6840,     , YY522     , 0, W1-0031  , 20130730, 20130729]
2014-07-24 15:08:28 [main:937] - [DEBUG] {rset-100002} Result: [W1   , 0806, 6331060E80B0             , 1, 0, 0, 0, 0, 2592, 6840,     , YY282     , 21, W1-0806  , 20140520, 20140520]
2014-07-24 15:08:28 [main:938] - [DEBUG] {rset-100002} Result: [W1   , 0033, 6331060G90A0             , 8, 72, 0, -240, 240, 2592, 6840,     ,           , 3608, W1-0033  , 20140523, 20140523]
2014-07-24 15:08:28 [main:938] - [DEBUG] {rset-100002} Result: [W1   , 0848, 6331060G90B0             , 1, 7, 0, -11, 11, 2592, 6840,     , YY288     , 160, W1-0848  , 20140523, 20140523]
2014-07-24 15:08:28 [main:938] - [DEBUG] {rset-100002} Result: [W1   , 0849, 6331060G90E0             , 8, 0, 0, 0, 0, 2592, 6840,     , YY289     , 0, W1-0849  , 20111226, 20111223]
2014-07-24 15:08:28 [main:938] - [DEBUG] {rset-100002} Result: [W1   , 0038, 6331160511A0             , 1, 0, 0, 0, 0, 2592, 6840,     , YY539     , 0, W1-0038  , 20130923, 20130923]
2014-07-24 15:08:28 [main:939] - [DEBUG] {rset-100002} Result: [W1   , 0820, 6331160511B0             , 1, 0, 0, 0, 0, 2592, 6840,     , YY914     , 0, W1-0820  , 20140320, 20140320]
2014-07-24 15:08:28 [main:939] - [DEBUG] {rset-100002} Result: [W1   , 0039, 6331160530A0             , 1, 0, 0, 0, 0, 2592, 6840,     , YY190     , 0, W1-0039  , 20130617, 20130615]
2014-07-24 15:08:28 [main:939] - [DEBUG] {rset-100002} Result: [W1   , 0897, 6331160530B0             , 8, 0, 0, 0, 0, 2592, 6840,     , YY306     , 0, W1-0897  , 20130821, 20130820]
2014-07-24 15:08:28 [main:943] - [DEBUG] {rset-100002} Result: [W1   , 0898, 6331160530E0             , 1, 0, 0, 0, 0, 2592, 6840,     , YY307     , 0, W1-0898  , 20111215, 20111214]
2014-07-24 15:08:28 [main:943] - [DEBUG] {rset-100002} Result: [C5   , 0970, 6427353040               , 15, 301, 301, 301, 0, 2592, 0550,     , MN970     , 0, C5-0970  , 20140521, 20130314]
2014-07-24 15:08:28 [main:944] - [DEBUG] {rset-100002} Result: [C5   , 0971, 6427453010               , 15, 101, 101, 101, 0, 2592, 0550,     , MN971     , 0, C5-0971  , 20140514, 20130319]
2014-07-24 15:08:28 [main:944] - [DEBUG] {rset-100002} Result: [C5   , 0960, 6435030150C0             , 2, 120, 76, -168, 168, 2592, 2G70,     , MC960     , 2860, C5-0960  , 20140523, 20140523]
2014-07-24 15:08:28 [main:944] - [DEBUG] {rset-100002} Result: [C5   , 0122, 6470550070               , 21, 168, 126, 0, 0, 2592, 0030,     , MN122     , 1470, C5-0122  , 20140523, 20140523]
2014-07-24 15:08:28 [main:945] - [DEBUG] {rset-100002} Result: [C8   , 0900, 6471453070C2             , 25, 0, 0, 0, 0, 2592, 7778,     , MC900     , 25, C8-0900  , 20140519, 20140519]
2014-07-24 15:08:28 [main:945] - [DEBUG] {rset-100002} Result: [C8   , 0959, 6471453080B0             , 12, 120, 0, -480, 480, 2592, 7778,     , MC959     , 5988, C8-0959  , 20140523, 20140523]
2014-07-24 15:08:28 [main:945] - [DEBUG] {rset-100002} Result: [C8   , 0961, 6471453100B0             , 8, 32, 0, -136, 136, 2592, 7778,     , MC961     , 1664, C8-0961  , 20140523, 20140523]
2014-07-24 15:08:28 [main:945] - [DEBUG] {rset-100002} Result: [C8   , 0902, 6471553050C2             , 25, 0, 0, 0, 0, 2592, 7778,     , MC902     , 25, C8-0902  , 20140514, 20140513]
2014-07-24 15:08:28 [main:946] - [DEBUG] {rset-100002} Result: [C8   , 0962, 6471553060B0             , 12, 120, 0, -480, 480, 2592, 7778,     , MC962     , 5988, C8-0962  , 20140523, 20140523]
2014-07-24 15:08:28 [main:955] - [DEBUG] {rset-100002} Result: [C8   , 0972, 6471553080B0             , 12, 36, 0, -132, 132, 2592, 7778,     , MC972     , 1668, C8-0972  , 20140523, 20140523]
2014-07-24 15:08:28 [main:955] - [DEBUG] {rset-100002} Result: [C8   , 0904, 6472253090C2             , 31, 39, 39, 39, 0, 2592, F999,     , MC904     , 0, C8-0904  , 20140411, 20140306]
2014-07-24 15:08:28 [main:956] - [DEBUG] {rset-100002} Result: [C8   , 0910, 6472253130C1             , 5, 0, 0, 0, 0, 2592, A810,     , MC910     , 0, C8-0910  , 20130918, 20130415]
2014-07-24 15:08:28 [main:956] - [DEBUG] {rset-100002} Result: [C8   , 0957, 6472253140B1             , 45, 135, 0, -450, 450, 2592, 7778,     , MC957     , 5985, C8-0957  , 20140523, 20140523]
2014-07-24 15:08:28 [main:956] - [DEBUG] {rset-100002} Result: [C8   , 0956, 6472253150B1             , 45, 0, 0, -135, 135, 2592, 7778,     , MC956     , 1665, C8-0956  , 20140523, 20140523]
2014-07-24 15:08:28 [main:956] - [DEBUG] {rset-100002} Result: [C5   , 0525, 6477530050               , 13, 234, 208, -39, 39, 2592, 0870,     , MC525     , 2730, C5-0525  , 20140523, 20140522]
2014-07-24 15:08:28 [main:957] - [DEBUG] {rset-100002} Result: [C5   , 0978, 6477553010               , 9, 54, 54, 54, 0, 2592, 0870,     , MN978     , 0, C5-0978  , 20140516, 20140204]
2014-07-24 15:08:28 [main:957] - [DEBUG] {rset-100002} Result: [W2   , 0690, 6477860070               , 300, 600, 300, 0, 0, 2592, A810,     , YY333     , 5100, W2-0690  , 20140522, 20140522]
2014-07-24 15:08:28 [main:957] - [DEBUG] {rset-100002} Result: [C5   , 0170, 6477930050               , 10, 40, 40, 10, 0, 2592, 0030,     , MC170     , 280, C5-0170  , 20140523, 20140523]
2014-07-24 15:08:28 [main:958] - [DEBUG] {rset-100002} Result: [C5   , 0171, 6477930060               , 16, 304, 256, 16, 0, 2592, 0030,     , MC171     , 2896, C5-0171  , 20140523, 20140523]
2014-07-24 15:08:28 [main:962] - [DEBUG] {rset-100002} Result: [C5   , 0172, 6477930070               , 12, 228, 192, -48, 48, 2592, 0030,     , MC172     , 2916, C5-0172  , 20140523, 20140523]
2014-07-24 15:08:28 [main:962] - [DEBUG] {rset-100002} Result: [C5   , 0173, 6477930080               , 3, 39, 33, -3, 3, 2592, 0030,     , MC173     , 402, C5-0173  , 20140523, 20140523]
2014-07-24 15:08:28 [main:963] - [DEBUG] {rset-100002} Result: [C5   , 0176, 6477930090               , 12, 48, 48, 12, 0, 2592, 0030,     , MC176     , 408, C5-0176  , 20140523, 20140523]
2014-07-24 15:08:28 [main:963] - [DEBUG] {rset-100002} Result: [C5   , 0177, 6477930110               , 10, 40, 30, 0, 0, 2592, 0030,     , MC177     , 400, C5-0177  , 20140523, 20140523]
2014-07-24 15:08:28 [main:963] - [DEBUG] {rset-100002} Result: [C5   , 0963, 6477953150               , 22, 44, 44, 22, 0, 2592, 0870,     , MN963     , 0, C5-0963  , 20140224, 20140222]
2014-07-24 15:08:28 [main:963] - [DEBUG] {rset-100002} Result: [C5   , 0955, 6477953180               , 2, 28, 28, 26, 0, 2592, 0870,     , MC955     , 32, C5-0955  , 20140522, 20140509]
2014-07-24 15:08:28 [main:964] - [DEBUG] {rset-100002} Result: [C5   , 0954, 6477953190               , 12, 408, 324, -180, 180, 2592, 0870,     , MC954     , 6084, C5-0954  , 20140523, 20140523]
2014-07-24 15:08:28 [main:964] - [DEBUG] {rset-100002} Result: [C5   , 0958, 6477953200               , 12, 408, 324, -180, 180, 2592, 0870,     , MC958     , 6084, C5-0958  , 20140523, 20140523]
2014-07-24 15:08:28 [main:964] - [DEBUG] {rset-100002} Result: [W2   , 0F78, 6491060100A1             , 2, 18, 16, 8, 0, 2592, 0240,     , HH539     , 172, W2-0F78  , 20140523, 20140523]
2014-07-24 15:08:28 [main:965] - [DEBUG] {rset-100002} Result: [W2   , 0F79, 6491060100C0             , 2, 24, 22, 2, 0, 2592, 0240,     ,           , 220, W2-0F79  , 20140523, 20140523]
2014-07-24 15:08:28 [main:969] - [DEBUG] {rset-100002} Result: [W2   , 0F80, 6491060120A1             , 2, 12, 12, 4, 0, 2592, 0240,     , HH543     , 94, W2-0F80  , 20140523, 20140523]
2014-07-24 15:08:28 [main:969] - [DEBUG] {rset-100002} Result: [W2   , 0030, 6491060120C0             , 2, 204, 186, 48, 0, 2592, 0240,     , MW030     , 1950, W2-0030  , 20140523, 20140523]
2014-07-24 15:08:28 [main:969] - [DEBUG] {rset-100002} Result: [W2   , 0088, 6491060120E1             , 2, 0, 0, 0, 0, 2592, 0240,     , MW088     , 30, W2-0088  , 20140523, 20140515]
2014-07-24 15:08:28 [main:969] - [DEBUG] {rset-100002} Result: [W2   , 0F81, 6491060130A1             , 2, 4, 4, 4, 0, 2592, 0240,     , MWF81     , 4, W2-0F81  , 20140425, 20140512]
2014-07-24 15:08:28 [main:970] - [DEBUG] {rset-100002} Result: [W2   , 0F82, 6491060130C0             , 2, 8, 8, 8, 0, 2592, 0240,     , MWF82     , 4, W2-0F82  , 20140421, 20140512]
2014-07-24 15:08:28 [main:970] - [DEBUG] {rset-100002} Result: [W2   , 0F83, 6491060140A1             , 2, 16, 16, 14, 0, 2592, 0240,     , HH545     , 18, W2-0F83  , 20140520, 20140512]
2014-07-24 15:08:28 [main:970] - [DEBUG] {rset-100002} Result: [W2   , 0F84, 6491060140C0             , 2, 2, 0, -2, 2, 2592, 0240,     , HH546     , 0, W2-0F84  , 20140522, 20140410]
2014-07-24 15:08:28 [main:971] - [DEBUG] {rset-100002} Result: [W2   , 0094, 6491060160A0             , 2, 0, 0, 0, 0, 2592, 0240,     , HH127     , 0, W2-0094  , 20091030, 20091103]
2014-07-24 15:08:28 [main:971] - [DEBUG] {rset-100002} Result: [W2   , 0F85, 6491060161A1             , 2, 0, 0, 0, 0, 2592, 0240,     , HH549     , 0, W2-0F85  , 20131101, 20130829]
2014-07-24 15:08:28 [main:971] - [DEBUG] {rset-100002} Result: [W2   , 0F86, 6491060161C0             , 2, 2, 2, 2, 0, 2592, 0240,     , HH550     , 0, W2-0F86  ,         , 20130829]
2014-07-24 15:08:28 [main:976] - [DEBUG] {rset-100002} Result: [W2   , 0F87, 6491060170A1             , 2, 20, 18, 6, 0, 2592, 0240,     , MWF87     , 32, W2-0F87  , 20140522, 20140523]
2014-07-24 15:08:28 [main:976] - [DEBUG] {rset-100002} Result: [W2   , 0F88, 6491060170C0             , 2, 40, 40, 34, 0, 2592, 0240,     , MWF88     , 124, W2-0F88  , 20140523, 20140523]
2014-07-24 15:08:28 [main:977] - [DEBUG] {rset-100002} Result: [W2   , 0112, 6491060180C0             , 2, 44, 38, -12, 12, 2592, 0240,     , MW112     , 672, W2-0112  , 20140523, 20140523]
2014-07-24 15:08:28 [main:977] - [DEBUG] {rset-100002} Result: [W2   , 0113, 6491060180E1             , 2, 38, 32, -14, 14, 2592, 0240,     , MW113     , 544, W2-0113  , 20140523, 20140523]
2014-07-24 15:08:28 [main:978] - [DEBUG] {rset-100002} Result: [W2   , 0357, 6491060200A0             , 2, 0, 0, 0, 0, 2592, 0240,     , MW357     , 2, W2-0357  , 20140515, 20140514]
2014-07-24 15:08:28 [main:978] - [DEBUG] {rset-100002} Result: [C5   , 0184, 6596030040               , 6, 0, 0, 0, 0, 2592, 0240,     , MC184     , 0, C5-0184  , 20140331, 20140328]
2014-07-24 15:08:28 [main:979] - [DEBUG] {rset-100002} Result: [C5   , 0202, 6596030041               , 6, 60, 48, -36, 36, 2592, 0240,     , MC202     , 900, C5-0202  , 20140523, 20140523]
2014-07-24 15:08:28 [main:979] - [DEBUG] {rset-100002} Result: [C5   , 0196, 6597030040               , 6, 0, 0, 0, 0, 2592, 0240,     , MC196     , 0, C5-0196  , 20140331, 20140328]
2014-07-24 15:08:28 [main:980] - [DEBUG] {rset-100002} Result: [C5   , 0203, 6597030041               , 6, 66, 54, -24, 24, 2592, 0240,     , MC203     , 900, C5-0203  , 20140523, 20140523]
2014-07-24 15:08:28 [main:980] - [DEBUG] {rset-100002} Result: [N4   , 0057, 6711760030               , 70, 420, 420, 280, 0, 2592, SH1 ,     , KW6013    , 3220, N4-0057  , 20140523, 20140523]
2014-07-24 15:08:28 [main:987] - [DEBUG] {rset-100002} Result: [N4   , 0016, 6717760080               , 40, 560, 520, 400, 0, 2592, SH1 ,     , KW6016    , 3360, N4-0016  , 20140523, 20140523]
2014-07-24 15:08:28 [main:988] - [DEBUG] {rset-100002} Result: [10   , 0596, 6767930010A0             , 8, 24, 0, -8, 8, 2592, 2G70,     , A00596    , 544, 10-0596  , 20140523, 20140523]
2014-07-24 15:08:28 [main:988] - [DEBUG] {rset-100002} Result: [10   , 0597, 6767930010B0             , 8, 40, 0, -40, 40, 2592, 2G70,     , A00597    , 1336, 10-0597  , 20140523, 20140523]
2014-07-24 15:08:28 [main:988] - [DEBUG] {rset-100002} Result: [10   , 0598, 6767930010C0             , 8, 32, 0, -32, 32, 2592, 2G70,     , A00598    , 1000, 10-0598  , 20140523, 20140523]
2014-07-24 15:08:28 [main:988] - [DEBUG] {rset-100002} Result: [10   , 0599, 6769930010A0             , 8, 16, 0, -16, 16, 2592, 2G70,     , A00599    , 528, 10-0599  , 20140523, 20140523]
2014-07-24 15:08:28 [main:989] - [DEBUG] {rset-100002} Result: [10   , 0600, 6769930010B0             , 8, 56, 0, -40, 40, 2592, 2G70,     , A00600    , 1312, 10-0600  , 20140523, 20140523]
2014-07-24 15:08:28 [main:989] - [DEBUG] {rset-100002} Result: [10   , 0601, 6769930010C0             , 8, 16, 0, -32, 32, 2592, 2G70,     , A00601    , 976, 10-0601  , 20140523, 20140523]
2014-07-24 15:08:28 [main:990] - [DEBUG] {rset-100002} Result: [C5   , 0526, 6792330200               , 30, 60, 30, -300, 300, 2592, 7778,     , MC526     , 3540, C5-0526  , 20140523, 20140523]
2014-07-24 15:08:28 [main:990] - [DEBUG] {rset-100002} Result: [C5   , 0020, 6792353060               , 36, 144, 72, -612, 612, 2592, 7778,     , MC020     , 7668, C5-0020  , 20140523, 20140523]
2014-07-24 15:08:28 [main:991] - [DEBUG] {rset-100002} Result: [W2   , 0526, 6792360030               , 17, 340, 170, -1241, 1241, 2592, 7778,     , HH423     , 18649, W2-0526  , 20140523, 20140523]
2014-07-24 15:08:28 [main:995] - [DEBUG] {rset-100002} Result: [C5   , 0528, 6792430110               , 30, 60, 30, -300, 300, 2592, 7778,     , MC528     , 3570, C5-0528  , 20140523, 20140523]
2014-07-24 15:08:28 [main:995] - [DEBUG] {rset-100002} Result: [C5   , 0023, 6792453040               , 36, 144, 72, -612, 612, 2592, 7778,     , MC023     , 7668, C5-0023  , 20140523, 20140523]
2014-07-24 15:08:28 [main:996] - [DEBUG] {rset-100002} Result: [W2   , 0627, 6792460030               , 17, 340, 170, -1224, 1224, 2592, 7778,     , HH424     , 18615, W2-0627  , 20140523, 20140523]
2014-07-24 15:08:28 [main:996] - [DEBUG] {rset-100002} Result: [N4   , 0043, 6797560040               , 200, 600, 400, 400, 0, 2592, SH1 ,     , KW6043    , 3000, N4-0043  , 20140522, 20140523]
2014-07-24 15:08:28 [main:996] - [DEBUG] {rset-100002} Result: [W2   , 0691, 6817160070               , 30, 330, 300, -60, 60, 2592, 1810,     , YY415     , 4950, W2-0691  , 20140523, 20140523]
2014-07-24 15:08:28 [main:997] - [DEBUG] {rset-100002} Result: [W2   , 0528, 6817160090               , 40, 1200, 1040, -360, 360, 2592, 1810,     , HH445     , 19040, W2-0528  , 20140523, 20140523]
2014-07-24 15:08:28 [main:997] - [DEBUG] {rset-100002} Result: [W2   , 0692, 6817260060               , 30, 330, 270, -90, 90, 2592, 1810,     , YY417     , 4920, W2-0692  , 20140523, 20140523]
2014-07-24 15:08:28 [main:997] - [DEBUG] {rset-100002} Result: [W2   , 0529, 6817260080               , 40, 1160, 1000, -400, 400, 2592, 1810,     , HH446     , 19040, W2-0529  , 20140523, 20140523]
2014-07-24 15:08:28 [main:998] - [DEBUG] {rset-100002} Result: [W2   , 0693, 6817360050               , 30, 330, 270, -90, 90, 2592, 1810,     , YY419     , 4920, W2-0693  , 20140523, 20140523]
2014-07-24 15:08:28 [main:998] - [DEBUG] {rset-100002} Result: [W2   , 0514, 6817360060               , 40, 1360, 1160, -200, 200, 2592, 1810,     , HH451     , 18800, W2-0514  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1005] - [DEBUG] {rset-100002} Result: [W2   , 0694, 6817460050               , 30, 330, 270, -90, 90, 2592, 1810,     , YY420     , 4920, W2-0694  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1006] - [DEBUG] {rset-100002} Result: [W2   , 0515, 6817460060               , 40, 1200, 1040, -360, 360, 2592, 1810,     , HH452     , 18800, W2-0515  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1006] - [DEBUG] {rset-100002} Result: [E1   , 0185, 6829135010               , 20, 0, 0, 0, 0, 2592, 7772,     , W185      , 0, E1-0185  , 20131010, 20131009]
2014-07-24 15:08:28 [main:1006] - [DEBUG] {rset-100002} Result: [W2   , 0516, 6941560010               , 25, 625, 475, -175, 175, 2592, 0390,     , HH457     , 6975, W2-0516  , 20140523, 20140521]
